,round_epochs,val_loss,val_acc,loss,acc,dropout_input,dropout_hidden,reg,lr,epochs
125,100,36.989810943603516,0.49700599908828735,35.779518127441406,0.9254327416419983,0.11,0.37,0.02,0.0005689810202763908,100
244,150,129.69921875,0.4910179674625397,130.1809539794922,0.7509986758232117,0.2,0.28,0.12,0.0001544452104946379,150
134,150,145.03517150878906,0.4910179674625397,145.4104461669922,0.9254327416419983,0.02,0.26,0.19,0.0001544452104946379,150
169,150,65.42446899414062,0.4910179674625397,64.74076843261719,0.9101198315620422,0.21,0.3,0.05,0.00023853323044733008,150
73,100,48.21175003051758,0.4830339252948761,47.89629364013672,0.7956058382987976,0.06,0.48,0.03,0.0005689810202763908,100
218,150,2.668182611465454,0.4790419042110443,2.6555793285369873,0.457390159368515,0.11,0.19,0.24,0.004999999999999999,150
229,200,96.78964233398438,0.4750499129295349,96.7149658203125,0.7749667167663574,0.01,0.45,0.1,0.0001544452104946379,200
183,100,102.47026062011719,0.4750499129295349,102.93959045410156,0.9733688235282898,0.07,0.1,0.15,0.00023853323044733008,100
166,100,115.73643493652344,0.46906188130378723,116.2156982421875,0.8462050557136536,0.24,0.25,0.1,0.00023853323044733008,100
222,200,40.900062561035156,0.45708581805229187,38.92791748046875,0.9786950945854187,0.03,0.33,0.02,0.00023853323044733008,200
35,150,54.508087158203125,0.45708581805229187,54.28683090209961,0.6817576289176941,0.14,0.5,0.04,0.00036840314986403866,150
67,200,2.5515353679656982,0.455089807510376,2.537814140319824,0.4001331627368927,0.02,0.47000000000000003,0.22,0.004999999999999999,200
282,200,198.04409790039062,0.4491018056869507,198.0200653076172,0.9187749624252319,0.04,0.2,0.22,0.0001,200
28,100,30.808168411254883,0.4451097846031189,29.844648361206055,0.7849534153938293,0.2,0.41000000000000003,0.01,0.0005689810202763908,100
228,100,39.16647720336914,0.4451097846031189,37.86575698852539,0.9933422207832336,0.2,0.11,0.03,0.00036840314986403866,100
94,100,2.7852277755737305,0.4411177635192871,2.8191871643066406,0.3948069214820862,0.21,0.05,0.25,0.004999999999999999,100
39,150,91.89959716796875,0.4391217529773712,90.87667083740234,0.9713715314865112,0.15,0.14,0.08,0.0001544452104946379,150
202,200,3.596691370010376,0.4391217529773712,0.009309671819210052,0.9966710805892944,0.07,0.25,0.0,0.0005689810202763908,200
16,100,2.782341480255127,0.43512973189353943,2.7695016860961914,0.434087872505188,0.17,0.26,0.23,0.004999999999999999,100
295,200,117.61589050292969,0.43313372135162354,116.51942443847656,0.944740355014801,0.25,0.13,0.08,0.0001,200
190,200,28.61910629272461,0.43113771080970764,26.024375915527344,0.9806923866271973,0.02,0.32,0.01,0.00023853323044733008,200
48,200,83.35125732421875,0.42914173007011414,82.43833923339844,0.8701730966567993,0.22,0.31,0.05,0.0001544452104946379,200
151,150,78.11282348632812,0.4091816246509552,76.4247817993164,0.9840213060379028,0.09,0.14,0.05,0.0001544452104946379,150
209,150,2.7272467613220215,0.4071856141090393,0.007683505769819021,0.9980026483535767,0.18,0.13,0.0,0.0008787639344404101,150
74,200,148.5725555419922,0.4031936228275299,148.11865234375,0.8475366234779358,0.07,0.31,0.11,0.0001,200
173,200,120.89031982421875,0.3972055912017822,119.63713073730469,0.9820239543914795,0.05,0.07,0.12,0.0001,200
236,150,27.597375869750977,0.39321357011795044,25.20270538330078,1.0,0.03,0.03,0.02,0.00023853323044733008,150
22,100,188.28665161132812,0.39321357011795044,188.5942840576172,0.7869507074356079,0.2,0.19,0.12,0.0001544452104946379,100
279,100,175.72169494628906,0.39321357011795044,175.04867553710938,0.9740346074104309,0.02,0.12,0.12,0.0001544452104946379,100
299,100,60.05341339111328,0.38522952795028687,57.53759002685547,0.9980026483535767,0.22,0.04,0.03,0.00023853323044733008,100
230,150,9.82618522644043,0.38323354721069336,10.005505561828613,0.3774966597557068,0.08,0.49,0.0,0.002096144000826768,150
133,100,72.46390533447266,0.3792415261268616,71.0530776977539,0.9980026483535767,0.07,0.06,0.06,0.00023853323044733008,100
109,200,66.21730041503906,0.3792415261268616,63.952781677246094,0.9653794765472412,0.0,0.33,0.03,0.0001544452104946379,200
42,200,32.52646255493164,0.371257483959198,31.314664840698242,0.7436751127243042,0.02,0.49,0.01,0.00023853323044733008,200
3,200,104.91648864746094,0.3672654628753662,103.4822769165039,0.9853528738021851,0.04,0.06,0.1,0.0001,200
88,200,19.678693771362305,0.35528942942619324,16.385601043701172,1.0,0.15,0.01,0.01,0.00023853323044733008,200
256,100,142.9613037109375,0.34930139780044556,145.2534942626953,0.4267643094062805,0.25,0.34,0.17,0.00023853323044733008,100
69,150,73.3119888305664,0.34530937671661377,70.93968963623047,0.9873502254486084,0.2,0.1,0.04,0.0001544452104946379,150
97,100,138.6179962158203,0.34530937671661377,140.08177185058594,0.5073235630989075,0.13,0.42,0.12,0.00023853323044733008,100
127,200,5.680496692657471,0.3393213450908661,1.0823494449141435e-05,1.0,0.01,0.11,0.0,0.0008787639344404101,200
77,200,33.9586181640625,0.3393213450908661,32.18292236328125,0.8175765872001648,0.12,0.38,0.01,0.0001544452104946379,200
249,150,120.47897338867188,0.3333333432674408,118.497802734375,0.9434087872505188,0.24,0.1,0.06,0.0001,150
135,150,3.1315977573394775,0.3313373327255249,0.39172327518463135,0.9247669577598572,0.0,0.35000000000000003,0.0,0.00023853323044733008,150
157,100,117.7010498046875,0.3253493010997772,115.29767608642578,0.9900133013725281,0.01,0.13,0.06,0.0001544452104946379,100
187,150,192.65602111816406,0.32335329055786133,191.86721801757812,0.8229027986526489,0.03,0.29,0.11,0.0001,150
141,200,101.35649871826172,0.31736525893211365,99.10562896728516,0.9886817336082458,0.23,0.01,0.08,0.0001,200
171,200,95.15055084228516,0.31536924839019775,93.06668853759766,0.9900133013725281,0.04,0.07,0.08,0.0001,200
272,100,153.53985595703125,0.31536924839019775,154.21224975585938,0.580559253692627,0.05,0.37,0.07,0.0001544452104946379,100
160,150,292.40887451171875,0.31337326765060425,291.8541564941406,0.9627164006233215,0.16,0.0,0.24,0.0001,150
286,100,155.99954223632812,0.3053892254829407,157.28118896484375,0.42942744493484497,0.14,0.36,0.07,0.0001544452104946379,100
15,150,185.10638427734375,0.3053892254829407,190.75709533691406,0.2643142342567444,0.23,0.45,0.09,0.0001,150
231,100,141.34048461914062,0.3033932149410248,143.4087371826172,0.27097204327583313,0.24,0.41000000000000003,0.14,0.00023853323044733008,100
264,100,309.43121337890625,0.3013972043991089,308.3330993652344,0.9387483596801758,0.04,0.11,0.16,0.0001,100
142,100,154.09890747070312,0.299401193857193,154.67152404785156,0.5832223892211914,0.18,0.31,0.07,0.0001544452104946379,100
179,100,303.5854797363281,0.2974051833152771,303.0758056640625,0.868175745010376,0.06,0.18,0.15,0.0001,100
76,100,62.259010314941406,0.2934131622314453,58.49677658081055,0.9733688235282898,0.06,0.17,0.02,0.0001544452104946379,100
178,150,85.1479263305664,0.2854291498661041,88.71036529541016,0.2876165211200714,0.24,0.48,0.03,0.0001544452104946379,150
287,200,3.017153739929199,0.28343313932418823,3.0368528366088867,0.3428761661052704,0.23,0.38,0.0,0.0001544452104946379,200
148,150,32.621192932128906,0.27544909715652466,28.101463317871094,0.9986684322357178,0.24,0.01,0.01,0.0001544452104946379,150
248,150,79.82831573486328,0.269461065530777,81.41781616210938,0.4387483298778534,0.16,0.43,0.03,0.0001544452104946379,150
162,100,300.09210205078125,0.2654690742492676,300.1410827636719,0.7603195905685425,0.22,0.1,0.15,0.0001,100
283,150,245.95068359375,0.2634730637073517,247.23146057128906,0.28428760170936584,0.23,0.34,0.15,0.0001,150
268,150,36.4340705871582,0.257485032081604,36.210838317871094,0.4866844117641449,0.24,0.28,0.01,0.0001,150
18,100,461.3478088378906,0.24351297318935394,464.2825622558594,0.45472702383995056,0.1,0.22,0.25,0.0001,100
180,100,307.32958984375,0.23952095210552216,314.658203125,0.19707056879997253,0.24,0.47000000000000003,0.22,0.0001544452104946379,100
149,100,102.55760955810547,0.23752495646476746,104.18140411376953,0.26697736978530884,0.01,0.45,0.03,0.0001,100
79,200,157.02903747558594,0.23153692483901978,157.60098266601562,0.28095871210098267,0.18,0.42,0.09,0.0001,200
246,100,169.6008758544922,0.227544903755188,171.0519256591797,0.4560585916042328,0.03,0.4,0.08,0.0001544452104946379,100
111,100,67.16423034667969,0.2255489081144333,64.43856811523438,0.8342210650444031,0.15,0.16,0.02,0.0001,100
275,100,7.019209861755371,0.2215568870306015,1.2146093845367432,0.9214380979537964,0.01,0.01,0.0,0.0001544452104946379,100
58,100,449.60150146484375,0.20758482813835144,452.9113464355469,0.20572569966316223,0.23,0.29,0.24,0.0001,100
130,150,4.187650203704834,0.20359280705451965,0.0248371884226799,0.9933422207832336,0.13,0.07,0.0,0.0001,150
61,100,312.8910827636719,0.19960080087184906,316.03125,0.21970705687999725,0.07,0.4,0.24,0.0001544452104946379,100
80,150,5.974209308624268,0.14371258020401,0.002007788745686412,1.0,0.08,0.02,0.0,0.0001,150
115,200,13.83389949798584,0.14171656966209412,14.615742683410645,0.09320905804634094,0.07,0.48,0.0,0.004999999999999999,200
280,150,14.670368194580078,0.08982036262750626,14.594280242919922,0.09454061090946198,0.23,0.46,0.0,0.004999999999999999,150
19,150,14.730223655700684,0.08582834154367447,14.508927345275879,0.0998668447136879,0.22,0.12,0.0,0.004999999999999999,150
