round_epochs,val_loss,val_acc,loss,acc,dropout_input,dropout_hidden,reg,lr,epochs
100,3.0238142013549805,0.682634711265564,2.2502501010894775,0.9647136926651001,0.1,0.2,0.15000000000000002,0.003237394014347626,100
100,446.73016357421875,0.2674650549888611,446.63970947265625,0.9187749624252319,0.0,0.1,0.25,0.0001,100
100,4.186960220336914,0.796407163143158,3.510108709335327,0.9740346074104309,0.0,0.5,0.15000000000000002,0.0013572088082974532,100
100,2.8258252143859863,0.5329341292381287,2.6764674186706543,0.5778961181640625,0.2,0.30000000000000004,0.15000000000000002,0.003237394014347626,100
100,127.2786865234375,0.5089820623397827,128.46131896972656,0.9507323503494263,0.2,0.1,0.2,0.00023853323044733008,100
100,3.2037525177001953,0.7105788588523865,2.608672618865967,0.9327563047409058,0.1,0.1,0.2,0.003237394014347626,100
100,65.93804931640625,0.6087824106216431,67.235107421875,0.7030625939369202,0.0,0.5,0.2,0.00036840314986403866,100
100,7.027944564819336,0.8363273739814758,6.513790130615234,0.9707057476043701,0.0,0.5,0.15000000000000002,0.0008787639344404101,100
100,2.8038854598999023,0.7245509028434753,2.226480722427368,0.9454061388969421,0.0,0.5,0.15000000000000002,0.003237394014347626,100
100,119.23464965820312,0.49900200963020325,120.2266616821289,0.9880159497261047,0.2,0.0,0.2,0.00023853323044733008,100
100,165.6781463623047,0.2554890215396881,168.10577392578125,0.21571238338947296,0.1,0.5,0.2,0.00023853323044733008,100
100,40.18788146972656,0.5369261503219604,39.58627700805664,0.9926764369010925,0.2,0.1,0.05,0.00036840314986403866,100
100,374.143798828125,0.2974051833152771,373.85504150390625,0.8908122777938843,0.1,0.1,0.2,0.0001,100
100,216.1270751953125,0.28143712878227234,212.952392578125,0.9820239543914795,0.2,0.0,0.1,0.0001,100
100,3.019946813583374,0.6626746654510498,2.3727898597717285,0.9334220886230469,0.1,0.1,0.15000000000000002,0.004999999999999999,100
100,75.27935028076172,0.3992016017436981,75.49388885498047,0.6864181160926819,0.2,0.4,0.05,0.00036840314986403866,100
100,460.30706787109375,0.299401193857193,461.1663513183594,0.8375499248504639,0.0,0.2,0.25,0.0001,100
100,6.550131320953369,0.7764471173286438,5.704463958740234,0.9986684322357178,0.2,0.0,0.05,0.0008787639344404101,100
100,2.8546535968780518,0.35528942942619324,0.008843052200973034,0.9966710805892944,0.2,0.1,0.0,0.0008787639344404101,100
100,10.533615112304688,0.7664670944213867,9.939929008483887,1.0,0.1,0.0,0.05,0.0005689810202763908,100
100,3.3955698013305664,0.7704590559005737,2.6170177459716797,0.970039963722229,0.2,0.30000000000000004,0.15000000000000002,0.002096144000826768,100
100,19.939973831176758,0.7065868377685547,20.398672103881836,0.5945405960083008,0.2,0.5,0.25,0.0005689810202763908,100
100,3.03983998298645,0.5728542804718018,2.7287607192993164,0.7223701477050781,0.1,0.0,0.25,0.003237394014347626,100
100,46.915618896484375,0.6327345371246338,47.0732307434082,1.0,0.2,0.0,0.25,0.00036840314986403866,100
100,3.7562317848205566,0.8043912053108215,2.9656176567077637,0.9933422207832336,0.1,0.1,0.2,0.002096144000826768,100
100,13.870365142822266,0.8642714619636536,13.138551712036133,1.0,0.1,0.0,0.2,0.0005689810202763908,100
100,287.2227478027344,0.32135728001594543,288.3524169921875,0.9507323503494263,0.2,0.0,0.25,0.0001544452104946379,100
100,3.7730467319488525,0.30938124656677246,0.008958538062870502,0.9966710805892944,0.0,0.2,0.0,0.00036840314986403866,100
100,198.58602905273438,0.27544909715652466,202.6481170654297,0.25099867582321167,0.1,0.5,0.1,0.0001544452104946379,100
100,165.77786254882812,0.35129740834236145,164.6311492919922,0.9587216973304749,0.0,0.2,0.1,0.0001544452104946379,100
100,5.040633201599121,0.7704590559005737,4.274302005767822,0.9973368644714355,0.1,0.1,0.25,0.0013572088082974532,100
100,11.686606407165527,0.17764471471309662,12.770125389099121,0.16311584413051605,0.0,0.5,0.0,0.0001,100
100,2.5844991207122803,0.6087824106216431,1.596348762512207,1.0,0.0,0.0,0.1,0.004999999999999999,100
100,2.962766647338867,0.8063872456550598,2.1217939853668213,0.9900133013725281,0.1,0.30000000000000004,0.1,0.002096144000826768,100
100,8.504719734191895,0.8303393125534058,8.010191917419434,0.9221038818359375,0.1,0.5,0.25,0.0008787639344404101,100
100,12.123369216918945,0.7544910311698914,11.870440483093262,0.9773635268211365,0.1,0.4,0.05,0.0008787639344404101,100
100,2.880190849304199,0.2215568870306015,3.0898332595825195,0.4533954858779907,0.2,0.30000000000000004,0.0,0.0001544452104946379,100
100,473.05596923828125,0.2654690742492676,477.01239013671875,0.3948069214820862,0.1,0.30000000000000004,0.25,0.0001,100
100,3.578275203704834,0.7844311594963074,2.9747707843780518,0.9980026483535767,0.0,0.30000000000000004,0.05,0.0013572088082974532,100
100,25.334083557128906,0.4810379147529602,25.91930389404297,0.4960053265094757,0.2,0.5,0.1,0.0005689810202763908,100
100,3.070493221282959,0.5868263244628906,2.8700520992279053,0.6005326509475708,0.2,0.5,0.15000000000000002,0.003237394014347626,100
100,5.703196048736572,0.257485032081604,1.1027462278434541e-05,1.0,0.1,0.0,0.0,0.0008787639344404101,100
100,9.597411155700684,0.3752495050430298,6.296003341674805,0.5985352993011475,0.1,0.4,0.0,0.0013572088082974532,100
100,2.7319741249084473,0.652694582939148,1.773993730545044,0.9680426120758057,0.2,0.1,0.05,0.004999999999999999,100
100,4.722174167633057,0.2654690742492676,0.010902932845056057,0.9973368644714355,0.1,0.1,0.0,0.00023853323044733008,100
100,3.1919283866882324,0.6766467094421387,2.674917697906494,0.9014647006988525,0.1,0.4,0.2,0.003237394014347626,100
100,16.204294204711914,0.71257483959198,15.830913543701172,0.9913448691368103,0.1,0.2,0.05,0.0005689810202763908,100
100,9.535730361938477,0.7005987763404846,8.528762817382812,1.0,0.0,0.0,0.05,0.0005689810202763908,100
100,246.1332550048828,0.257485032081604,249.60336303710938,0.2556591331958771,0.2,0.4,0.1,0.0001,100
100,3.498274803161621,0.7405189871788025,3.017500638961792,0.8561917543411255,0.2,0.4,0.2,0.002096144000826768,100
100,14.678014755249023,0.7465069890022278,14.320878982543945,0.9946737885475159,0.2,0.1,0.05,0.0005689810202763908,100
100,3.5448007583618164,0.7844311594963074,2.7879185676574707,0.9873502254486084,0.1,0.2,0.2,0.002096144000826768,100
100,14.992087364196777,0.06986027956008911,14.751974105834961,0.08055925369262695,0.1,0.0,0.0,0.004999999999999999,100
100,3.2117178440093994,0.6666666865348816,2.8541040420532227,0.7649800181388855,0.2,0.30000000000000004,0.2,0.003237394014347626,100
100,141.2367401123047,0.49500998854637146,142.69439697265625,0.9027962684631348,0.0,0.30000000000000004,0.2,0.00023853323044733008,100
100,44.08262252807617,0.30938124656677246,44.85148620605469,0.3348868191242218,0.2,0.5,0.05,0.0005689810202763908,100
100,6.046474456787109,0.8423153758049011,5.142360210418701,1.0,0.0,0.1,0.15000000000000002,0.0008787639344404101,100
100,391.834716796875,0.24151696264743805,394.6319274902344,0.4001331627368927,0.1,0.30000000000000004,0.2,0.0001,100
100,97.3521957397461,0.371257483959198,97.35387420654297,0.6784287691116333,0.2,0.30000000000000004,0.05,0.00023853323044733008,100
100,2.4817638397216797,0.7305389046669006,1.4911948442459106,0.9966710805892944,0.2,0.0,0.05,0.002096144000826768,100
100,2.6458652019500732,0.4151696562767029,0.09282036125659943,0.9780293107032776,0.2,0.2,0.0,0.0008787639344404101,100
100,3.190094470977783,0.628742516040802,2.9528207778930664,0.6684420704841614,0.2,0.2,0.25,0.003237394014347626,100
100,4.370181560516357,0.8423153758049011,3.5759482383728027,0.9960052967071533,0.1,0.2,0.2,0.0013572088082974532,100
100,151.27099609375,0.1896207630634308,153.21812438964844,0.18109187483787537,0.0,0.5,0.05,0.0001,100
100,13.887497901916504,0.13772454857826233,14.250884056091309,0.11584553867578506,0.1,0.30000000000000004,0.0,0.004999999999999999,100
100,3.2124216556549072,0.7065868377685547,2.588021755218506,0.9793608784675598,0.0,0.30000000000000004,0.25,0.003237394014347626,100
100,8.012334823608398,0.8163672685623169,7.290371894836426,0.9687083959579468,0.2,0.4,0.2,0.0008787639344404101,100
100,128.5595703125,0.2654690742492676,130.70672607421875,0.3741677701473236,0.2,0.4,0.05,0.0001544452104946379,100
100,7.974376678466797,0.329341322183609,2.5123419761657715,0.8395472764968872,0.2,0.0,0.0,0.0008787639344404101,100
100,185.82745361328125,0.24351297318935394,186.8856964111328,0.3182423412799835,0.2,0.30000000000000004,0.1,0.0001544452104946379,100
100,245.59939575195312,0.2534930109977722,252.26731872558594,0.217043936252594,0.1,0.5,0.15000000000000002,0.0001544452104946379,100
100,2.812673568725586,0.6786426901817322,2.4317009449005127,0.8462050557136536,0.0,0.5,0.2,0.003237394014347626,100
100,303.02972412109375,0.3632734417915344,305.22601318359375,0.8075898885726929,0.1,0.2,0.25,0.0001544452104946379,100
100,3.181144952774048,0.8303393125534058,2.3139383792877197,0.9993342161178589,0.0,0.2,0.15000000000000002,0.002096144000826768,100
100,12.887453079223633,0.8043912053108215,12.510027885437012,0.9866844415664673,0.2,0.2,0.1,0.0005689810202763908,100
100,5.579984664916992,0.826347291469574,4.662628173828125,1.0,0.1,0.0,0.05,0.0008787639344404101,100
100,4.556130409240723,0.6347305178642273,4.530728816986084,0.5266311764717102,0.2,0.5,0.25,0.0013572088082974532,100
100,65.34880065917969,0.5069860219955444,67.0374755859375,0.487350195646286,0.1,0.5,0.25,0.00036840314986403866,100
100,13.357275009155273,0.7624750733375549,12.92236328125,0.9873502254486084,0.1,0.2,0.1,0.0005689810202763908,100
100,13.443448066711426,0.8163672685623169,12.92643928527832,0.9933422207832336,0.1,0.2,0.15000000000000002,0.0005689810202763908,100
100,143.8877716064453,0.2255489081144333,144.06045532226562,0.4900133013725281,0.1,0.30000000000000004,0.05,0.0001,100
100,3.311854839324951,0.6926147937774658,2.8065218925476074,0.8774966597557068,0.1,0.2,0.25,0.003237394014347626,100
100,4.842676639556885,0.7844311594963074,4.118691921234131,0.949400782585144,0.2,0.4,0.2,0.0013572088082974532,100
100,3.20249605178833,0.8542914390563965,2.307985544204712,0.9986684322357178,0.1,0.1,0.05,0.0013572088082974532,100
100,2.5935351848602295,0.7005987763404846,1.8831056356430054,0.9886817336082458,0.0,0.1,0.15000000000000002,0.004999999999999999,100
100,2.3696389198303223,0.4411177635192871,0.023397356271743774,0.9933422207832336,0.0,0.2,0.0,0.0013572088082974532,100
100,3.127574920654297,0.5009980201721191,3.111786127090454,0.4793608486652374,0.2,0.5,0.15000000000000002,0.002096144000826768,100
100,3.50430965423584,0.6686626672744751,2.8478310108184814,0.929427444934845,0.2,0.0,0.2,0.003237394014347626,100
100,114.492431640625,0.36127743124961853,112.0169677734375,0.9753661751747131,0.2,0.1,0.05,0.0001544452104946379,100
100,25.19574546813965,0.6487026214599609,24.851093292236328,1.0,0.0,0.0,0.1,0.00036840314986403866,100
100,221.93817138671875,0.3053892254829407,221.97406005859375,1.0,0.0,0.0,0.2,0.0001544452104946379,100
100,13.16939640045166,0.1816367208957672,13.317276000976562,0.1737683117389679,0.1,0.4,0.0,0.003237394014347626,100
100,2.930487632751465,0.6666666865348816,2.4819815158843994,0.8781624436378479,0.0,0.5,0.15000000000000002,0.004999999999999999,100
100,3.7782816886901855,0.8043912053108215,3.0669870376586914,0.9773635268211365,0.2,0.2,0.2,0.002096144000826768,100
100,3.0606565475463867,0.6007984280586243,2.760175943374634,0.6884154677391052,0.1,0.1,0.25,0.004999999999999999,100
100,9.100878715515137,0.3972055912017822,8.855463027954102,0.4427430033683777,0.1,0.5,0.0,0.0013572088082974532,100
100,6.917213439941406,0.7844311594963074,6.367683410644531,0.9926764369010925,0.2,0.2,0.05,0.0008787639344404101,100
